Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
371,Nerlens Noel\noelne01,C,25,OKC,41,785,23.5,.722,.015,.410,10.2,20.2,15.4,9.3,2.9,6.8,15.4,15.7,,2.4,1.7,4.1,.249,,1.8,5.5,7.3,1.8
372,Zach Norvell\norveza01,SG,22,LAL,2,5,-5.6,.000,.000,.000,0.0,21.4,10.9,0.0,0.0,0.0,0.0,8.5,,0.0,0.0,0.0,-0.154,,-14.4,-2.9,-17.3,0.0
373,Jaylen Nowell\nowelja01,SG,20,MIN,7,81,7.2,.449,.548,.258,2.5,4.0,3.2,10.9,0.0,1.0,8.0,19.2,,0.0,0.0,0.0,-0.023,,-4.0,-4.5,-8.5,-0.1
374,Frank Ntilikina\ntilila01,PG,21,NYK,44,922,9.0,.479,.409,.157,1.9,9.2,5.4,20.2,2.2,1.6,17.6,15.1,,-0.2,0.6,0.4,.019,,-2.7,-0.2,-2.9,-0.2
375,Kendrick Nunn\nunnke01,SG,24,MIA,44,1345,14.2,.554,.413,.116,1.1,8.8,5.2,19.3,1.5,0.6,11.2,23.7,,1.0,1.2,2.1,.076,,0.2,-1.9,-1.6,0.1
376,David Nwaba\nwabada01,SF,27,BRK,20,268,14.1,.627,.394,.380,3.1,13.9,8.6,4.4,1.9,3.7,8.8,14.2,,0.4,0.4,0.8,.139,,-1.6,1.3,-0.3,0.1
377,Royce O'Neale\onealro01,PF,26,UTA,48,1415,9.3,.609,.615,.117,1.2,17.1,9.5,12.0,1.2,1.0,13.5,8.7,,1.6,1.8,3.4,.116,,0.1,2.5,2.6,1.7
378,Kyle O'Quinn\oquinky01,C,29,PHI,21,217,16.2,.542,.344,.131,11.8,27.1,19.6,20.2,0.9,6.6,21.8,16.4,,0.2,0.4,0.6,.132,,-1.8,4.6,2.7,0.3
379,Semi Ojeleye\ojelese01,PF,25,BOS,45,675,7.1,.548,.611,.168,3.0,10.0,6.5,4.5,1.1,0.4,6.9,8.2,,0.5,0.7,1.2,.088,,-1.6,0.0,-1.6,0.1
380,Jahlil Okafor\okafoja01,C,24,NOP,25,403,18.5,.638,.014,.413,11.4,18.3,14.8,13.2,0.6,4.0,17.7,20.3,,0.8,0.3,1.1,.132,,-0.4,0.6,0.2,0.2
381,Elie Okobo\okoboel01,PG,22,PHO,38,462,13.0,.513,.406,.444,3.0,11.0,6.9,22.6,1.7,0.7,9.7,16.1,,0.6,0.4,1.0,.101,,-1.1,-1.1,-2.2,0.0
382,Josh Okogie\okogijo01,SG,21,MIN,45,1081,10.9,.517,.396,.465,5.9,13.7,9.7,9.4,2.1,1.5,15.8,15.8,,0.2,1.0,1.2,.053,,-2.4,0.9,-1.5,0.1
383,KZ Okpala\okpalkz01,SF,20,MIA,3,3,-13.5,,,,0.0,35.3,18.7,0.0,0.0,0.0,100.0,14.7,,0.0,0.0,0.0,-0.407,,-23.3,-1.3,-24.6,0.0
384,Victor Oladipo\oladivi01,SG,27,IND,1,21,9.0,.461,.875,.500,0.0,10.5,5.3,24.4,0.0,0.0,17.0,24.6,,0.0,0.0,0.0,-0.020,,-2.3,-5.0,-7.3,0.0
385,Kelly Olynyk\olynyke01,C,28,MIA,42,824,13.8,.623,.573,.282,4.5,20.7,13.0,9.6,1.6,1.5,14.1,16.4,,1.2,1.1,2.3,.133,,0.1,0.4,0.6,0.5
386,Miye Oni\onimi01,SG,22,UTA,3,8,-5.0,,,,0.0,13.0,6.8,0.0,0.0,0.0,100.0,5.5,,0.0,0.0,0.0,-0.137,,-11.6,0.8,-10.8,0.0
387,Cedi Osman\osmande01,SF,24,CLE,49,1419,11.3,.559,.519,.144,1.9,11.0,6.5,11.8,1.4,0.8,11.8,16.4,,1.0,0.4,1.4,.047,,0.0,-1.2,-1.2,0.3
388,Kelly Oubre\oubreke01,SF,24,PHO,46,1571,15.4,.565,.369,.322,3.8,17.9,10.7,6.9,1.9,1.9,9.1,22.4,,1.5,1.8,3.3,.100,,-0.5,0.1,-0.4,0.6
389,Jabari Parker\parkeja01,PF,24,ATL,32,837,17.4,.565,.293,.183,6.8,17.8,12.3,11.7,2.3,1.5,12.4,24.0,,0.6,0.7,1.3,.075,,-0.1,-0.5,-0.6,0.3
390,Chandler Parsons\parsoch01,SF,31,ATL,5,54,5.7,.389,.778,.000,2.0,12.1,7.0,7.5,3.4,1.5,14.3,16.1,,-0.1,0.1,-0.1,-0.061,,-5.1,-0.2,-5.4,0.0
391,Eric Paschall\pascher01,PF,23,GSW,44,1183,14.2,.561,.197,.309,5.4,13.5,9.3,10.8,1.0,0.8,11.0,21.3,,1.0,0.5,1.5,.059,,-1.4,-1.9,-3.3,-0.4
392,Anžejs Pasečņiks\pasecan01,C,24,WAS,19,370,12.4,.560,.020,.490,10.5,17.5,13.9,6.2,1.0,2.3,15.1,16.4,,0.3,0.1,0.4,.053,,-2.4,-1.3,-3.7,-0.2
393,Patrick Patterson\pattepa01,PF,30,LAC,43,568,11.8,.566,.750,.193,5.2,15.4,10.4,6.9,0.5,0.5,6.8,14.9,,0.9,0.6,1.4,.120,,0.6,-1.4,-0.8,0.2
394,Justin Patton\pattoju01,C,22,OKC,5,24,4.8,.450,.400,.000,4.8,17.8,11.5,12.6,0.0,0.0,16.7,22.0,,0.0,0.0,0.0,-0.062,,-5.8,-2.9,-8.7,0.0
395,Chris Paul\paulch01,PG,34,OKC,49,1550,21.2,.599,.357,.318,1.3,15.9,8.8,32.5,2.5,0.3,12.8,22.8,,4.1,2.1,6.2,.192,,3.9,0.6,4.6,2.6
396,Elfrid Payton\paytoel01,PG,25,NYK,31,825,14.5,.450,.179,.131,4.1,13.6,8.7,36.6,2.6,1.6,16.5,18.9,,0.0,0.7,0.7,.042,,-1.2,0.7,-0.6,0.3
397,Gary Payton\paytoga02,PG,27,WAS,19,370,11.9,.485,.381,.072,6.5,13.8,10.0,14.4,3.7,1.6,16.0,13.3,,0.1,0.3,0.3,.045,,-1.0,1.4,0.4,0.2
398,Norvel Pelle\pelleno01,C,26,PHI,14,156,11.5,.557,.000,.370,8.6,27.2,18.0,6.0,0.3,11.4,25.9,11.7,,0.0,0.4,0.3,.102,,-6.5,6.4,-0.1,0.1
399,Theo Pinson\pinsoth01,SG,24,BRK,27,332,4.9,.381,.514,.108,2.9,11.2,7.1,20.5,2.1,0.5,17.1,23.6,,-1.0,0.4,-0.6,-0.091,,-6.1,-1.1,-7.2,-0.4
400,Mason Plumlee\plumlma01,C,29,DEN,43,750,19.2,.609,.019,.543,11.4,23.6,17.5,20.5,1.5,3.3,19.5,18.6,,1.4,1.2,2.5,.163,,0.0,2.9,3.0,0.9
401,Vincent Poirier\poirivi01,C,26,BOS,16,92,11.4,.489,.077,.231,10.6,24.4,17.5,7.4,1.0,5.9,14.9,15.6,,0.0,0.2,0.2,.106,,-4.7,2.7,-2.0,0.0
402,Jakob Pöltl\poeltja01,C,24,SAS,47,827,19.0,.605,.000,.318,11.3,22.9,17.2,14.2,1.3,7.8,15.7,12.6,,1.7,1.1,2.8,.162,,0.0,4.9,4.9,1.4
403,Shamorie Ponds\pondssh01,PG,21,TOR,4,11,33.5,.765,.400,.400,0.0,9.3,4.8,32.3,0.0,8.7,0.0,22.9,,0.1,0.0,0.1,.454,,9.1,0.0,9.1,0.0
404,Jordan Poole\poolejo01,SG,20,GSW,42,894,5.0,.402,.548,.233,0.6,9.5,4.9,13.0,1.3,0.9,9.6,20.4,,-1.7,0.3,-1.4,-0.074,,-5.2,-2.8,-8.0,-1.3
405,Kevin Porter\porteke02,SF,19,CLE,37,813,9.8,.533,.364,.203,1.9,14.2,8.0,12.7,2.0,0.7,18.6,20.1,,-0.5,0.4,-0.1,-0.007,,-2.8,-0.9,-3.8,-0.4
406,Michael Porter\portemi01,PF,21,DEN,39,556,20.0,.609,.370,.164,8.4,25.4,16.9,8.2,1.5,3.0,10.5,22.1,,1.0,0.9,1.9,.168,,0.6,-0.1,0.6,0.4
407,Otto Porter\porteot01,SF,26,CHI,9,226,13.6,.544,.476,.238,3.7,11.6,7.5,9.5,1.9,1.3,7.0,18.9,,0.2,0.2,0.5,.102,,-0.6,-0.7,-1.3,0.0
408,Bobby Portis\portibo01,C,24,NYK,49,1021,14.4,.514,.328,.158,6.8,20.6,13.4,11.9,1.2,0.8,9.9,20.9,,0.6,0.7,1.3,.060,,-1.0,-1.2,-2.1,0.0
409,Kristaps Porziņģis\porzikr01,PF,24,DAL,37,1128,16.7,.513,.418,.264,5.9,24.5,15.4,7.0,1.0,5.4,9.3,25.9,,0.4,1.6,2.0,.087,,-2.1,0.6,-1.5,0.1
410,Dwight Powell\poweldw01,C,28,DAL,40,1061,16.2,.677,.170,.485,7.5,14.7,11.2,7.7,1.6,1.8,11.5,12.6,,2.7,1.0,3.7,.167,,1.5,1.3,2.8,1.3
411,Norman Powell\powelno01,SG,26,TOR,38,1072,16.8,.623,.455,.237,2.2,12.0,7.2,9.3,2.1,1.3,10.9,20.9,,1.7,1.7,3.3,.150,,1.3,0.4,1.7,1.0
412,Julius Randle\randlju01,PF,25,NYK,47,1519,16.7,.526,.263,.340,7.1,23.8,15.1,17.0,1.2,0.8,14.3,27.6,,0.4,1.1,1.5,.047,,-0.2,-0.5,-0.7,0.5
413,Josh Reaves\reavejo02,SG,22,DAL,2,1,-40.2,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.7,,0.0,0.0,0.0,-1.027,,-38.2,-12.2,-50.4,0.0
414,Cam Reddish\reddica01,SF,20,ATL,45,1189,7.4,.464,.451,.218,2.7,13.1,7.8,8.3,1.8,1.4,14.2,18.3,,-1.5,0.7,-0.8,-0.032,,-4.3,-0.7,-5.0,-0.9
415,J.J. Redick\redicjj01,SG,35,NOP,44,1221,15.5,.650,.624,.303,0.8,9.9,5.3,9.8,0.6,0.5,9.4,19.7,,2.9,0.3,3.1,.124,,2.8,-3.1,-0.4,0.5
416,Naz Reid\reidna01,C,20,MIN,14,155,14.7,.494,.538,.154,6.5,15.3,10.7,14.3,1.5,3.2,7.6,28.1,,0.0,0.2,0.2,.051,,-0.1,-1.6,-1.7,0.0
417,Josh Richardson\richajo01,SG,26,PHI,38,1198,12.9,.539,.382,.230,2.8,8.6,5.8,16.0,1.5,1.6,13.2,21.9,,0.5,1.5,2.0,.080,,-0.8,-0.3,-1.1,0.3
418,Austin Rivers\riverau01,SG,27,HOU,44,1040,10.3,.538,.536,.207,1.9,9.0,5.4,9.4,1.3,0.7,7.4,15.0,,1.0,0.7,1.7,.077,,-1.1,-1.4,-2.6,-0.2
419,Duncan Robinson\robindu01,SF,25,MIA,47,1335,12.4,.665,.872,.080,0.6,11.7,6.5,6.1,0.9,0.9,7.4,15.3,,2.3,1.1,3.4,.122,,2.6,-1.5,1.2,1.0
420,Glenn Robinson\robingl02,SF,26,GSW,46,1459,12.5,.563,.335,.141,4.5,11.8,8.0,8.4,1.3,0.8,8.6,16.3,,1.3,0.6,1.9,.063,,-0.8,-1.1,-1.9,0.0
421,Jerome Robinson\robinje01,SG,22,LAC,40,472,4.8,.423,.493,.140,1.1,11.7,6.5,12.5,1.2,1.5,15.3,14.9,,-0.6,0.5,0.0,-0.004,,-4.7,0.3,-4.5,-0.3
422,Justin Robinson\robinju01,PG,22,WAS,9,49,8.3,.542,.417,.000,2.1,9.3,5.6,18.3,0.0,1.8,20.0,12.7,,0.0,0.0,0.0,-0.001,,-3.3,-3.6,-6.9,-0.1
423,Mitchell Robinson\robinmi01,C,21,NYK,45,1029,22.4,.712,.000,.435,12.3,18.8,15.4,3.6,1.8,7.9,9.2,13.4,,3.2,1.4,4.6,.215,,1.3,3.6,4.9,1.8
424,Isaiah Roby\robyis01,SF,21,OKC,1,2,-20.1,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,0.0,0.0,0.0,-0.543,,-22.4,-5.9,-28.3,0.0
425,Rajon Rondo\rondora01,PG,33,LAL,32,672,13.2,.492,.368,.127,2.7,15.1,9.0,34.1,1.9,0.3,21.3,19.3,,0.2,0.9,1.0,.075,,-1.7,-0.2,-1.9,0.0
426,Derrick Rose\rosede01,PG,31,DET,43,1150,22.2,.566,.195,.190,2.2,8.5,5.4,41.2,1.5,0.9,13.0,31.1,,2.3,0.5,2.9,.120,,3.4,-2.5,0.8,0.8
427,Terrence Ross\rosste01,SG,28,ORL,46,1198,13.1,.529,.588,.209,0.8,11.7,6.1,6.2,2.0,1.1,6.9,22.5,,0.3,1.5,1.8,.072,,-0.5,-1.3,-1.8,0.1
428,Terry Rozier\roziete01,PG,25,CHO,48,1643,15.1,.549,.445,.211,2.5,12.2,7.1,21.4,1.7,0.4,12.8,24.2,,1.3,0.8,2.2,.063,,1.1,-1.6,-0.5,0.6
429,Ricky Rubio\rubiori01,PG,29,PHO,41,1314,15.0,.503,.302,.269,2.5,13.5,7.9,38.7,2.0,0.6,17.0,20.2,,1.2,1.2,2.5,.090,,-0.3,-0.2,-0.5,0.5
430,D'Angelo Russell\russeda01,SG,23,GSW,31,999,19.6,.561,.502,.231,1.2,11.1,6.0,37.1,1.4,0.7,12.9,32.4,,1.0,0.4,1.4,.068,,5.1,-3.1,2.0,1.0
431,Domantas Sabonis\sabondo01,C,23,IND,45,1549,20.7,.581,.076,.343,10.9,30.3,20.6,20.0,1.1,1.4,15.0,23.3,,3.0,2.4,5.4,.168,,1.5,2.5,4.0,2.3
432,JaKarr Sampson\sampsja02,SF,26,IND,17,242,11.4,.599,.186,.169,5.1,14.2,9.6,2.3,1.2,2.9,8.6,12.6,,0.2,0.3,0.5,.102,,-2.2,0.3,-1.9,0.0
433,Dario Šarić\saricda01,PF,25,PHO,48,1189,12.6,.549,.473,.174,6.6,20.4,13.4,10.8,1.2,0.9,12.3,17.1,,0.9,1.1,2.0,.082,,-0.7,0.1,-0.6,0.4
434,Tomáš Satoranský\satorto01,PG,28,CHI,51,1461,14.5,.558,.371,.238,3.7,10.6,7.0,27.5,2.3,0.5,17.8,16.6,,1.8,1.6,3.4,.111,,-0.1,0.1,0.0,0.8
435,Admiral Schofield\schofad01,SF,22,WAS,26,292,6.9,.514,.627,.173,2.2,10.9,6.4,6.2,1.3,0.9,8.0,12.4,,0.1,0.0,0.1,.013,,-1.9,-2.6,-4.5,-0.2
436,Dennis Schröder\schrode01,PG,26,OKC,49,1526,16.9,.577,.355,.216,1.2,12.2,6.9,22.0,1.0,0.6,13.7,27.1,,1.6,1.3,2.8,.090,,1.2,-1.6,-0.4,0.6
437,Mike Scott\scottmi01,PF,31,PHI,49,866,9.4,.521,.653,.092,5.3,15.7,10.6,4.6,0.9,0.4,6.1,13.9,,0.5,1.0,1.6,.086,,-1.6,-1.2,-2.8,-0.2
438,Thabo Sefolosha\sefolth01,PF,35,HOU,32,330,9.1,.495,.614,.057,5.0,18.3,11.6,8.3,1.8,1.8,13.3,10.3,,0.1,0.4,0.5,.071,,-2.9,0.9,-2.1,0.0
439,Collin Sexton\sextoco01,SG,21,CLE,49,1570,15.7,.540,.215,.230,3.6,7.8,5.7,13.4,1.5,0.4,10.9,27.1,,1.2,0.2,1.4,.042,,-0.2,-2.9,-3.1,-0.4
440,Landry Shamet\shamela01,SG,22,LAC,31,877,9.2,.605,.750,.143,0.5,7.5,4.0,8.5,0.6,0.6,9.1,13.4,,1.1,0.7,1.8,.099,,0.9,-0.9,0.0,0.4
441,Iman Shumpert\shumpim01,SG,29,BRK,13,241,5.4,.403,.516,.109,3.9,10.4,7.3,6.8,2.3,0.7,13.0,13.4,,-0.3,0.3,0.0,-0.005,,-4.8,0.7,-4.1,-0.1
442,Pascal Siakam\siakapa01,PF,25,TOR,38,1328,19.2,.559,.311,.255,3.5,19.0,11.4,16.7,1.4,2.6,10.5,29.2,,1.4,2.3,3.7,.133,,0.6,1.1,1.7,1.2
443,Chris Silva\silvach01,PF,23,MIA,32,260,18.2,.692,.035,.754,21.9,20.0,20.9,8.7,1.7,6.0,27.6,17.8,,0.6,0.5,1.0,.188,,0.1,3.0,3.1,0.3
444,Ben Simmons\simmobe01,PG,23,PHI,47,1699,20.8,.604,.009,.449,6.1,17.4,11.8,34.7,3.0,1.4,20.1,20.5,,3.5,3.1,6.6,.188,,1.8,3.4,5.3,3.1
445,Anfernee Simons\simonan01,SG,20,POR,49,1109,8.8,.499,.413,.171,1.8,9.1,5.5,9.1,0.7,0.7,10.0,18.6,,-0.1,0.2,0.1,.004,,-2.2,-2.5,-4.8,-0.8
446,Alen Smailagić\smailal01,PF,19,GSW,9,92,17.1,.629,.310,.345,7.8,18.1,12.8,14.2,0.5,2.9,13.0,17.8,,0.2,0.1,0.2,.126,,-0.4,-1.0,-1.4,0.0
447,Marcus Smart\smartma01,SG,25,BOS,38,1194,13.7,.513,.595,.182,2.5,9.7,6.1,21.3,2.3,1.5,10.9,18.3,,1.3,1.7,3.0,.119,,1.2,0.6,1.8,1.2
448,Dennis Smith\smithde03,PG,22,NYK,24,370,6.5,.400,.307,.243,4.1,10.3,7.1,24.9,1.6,1.8,19.3,22.0,,-0.8,0.2,-0.6,-0.084,,-5.1,-1.2,-6.3,-0.4
449,Ish Smith\smithis01,PG,31,WAS,47,1237,14.1,.519,.261,.127,1.8,11.0,6.2,24.8,1.5,1.3,10.7,18.7,,1.2,0.0,1.3,.049,,-0.4,-2.2,-2.6,-0.2
450,Zhaire Smith\smithzh01,SG,20,PHI,3,21,1.5,.258,.333,.667,0.0,10.4,5.3,11.9,4.6,0.0,11.4,18.0,,-0.1,0.0,0.0,-0.100,,-9.4,1.0,-8.4,0.0
451,Tony Snell\snellto01,SF,28,DET,43,1139,9.7,.616,.701,.070,0.6,7.2,3.9,7.8,0.9,0.8,6.1,11.3,,1.5,0.3,1.8,.077,,0.5,-1.4,-0.9,0.3
452,Omari Spellman\spellom01,PF,22,GSW,46,823,15.5,.558,.375,.296,9.5,18.0,13.6,8.6,1.9,2.6,13.6,18.9,,0.7,0.7,1.4,.081,,-1.2,-0.1,-1.3,0.1
453,Max Strus\strusma01,SG,23,CHI,2,6,30.9,.727,.333,.333,17.5,0.0,9.1,0.0,0.0,0.0,0.0,24.6,,0.0,0.0,0.0,.325,,7.2,-9.5,-2.3,0.0
454,Edmond Sumner\sumneed01,PG,24,IND,19,260,10.6,.502,.325,.163,3.4,8.1,5.8,14.5,2.3,2.0,14.0,16.9,,0.0,0.3,0.3,.054,,-2.3,0.5,-1.8,0.0
455,Caleb Swanigan\swanica01,PF,22,POR,4,57,5.6,.574,.000,.300,9.1,26.6,18.0,11.6,0.0,1.5,41.4,14.3,,-0.1,0.0,0.0,-0.036,,-6.4,0.2,-6.3,-0.1
456,Caleb Swanigan\swanica01,PF,22,TOT,11,80,4.0,.556,.000,.357,9.3,26.2,17.8,11.6,0.6,3.4,46.4,16.1,,-0.2,0.1,-0.1,-0.076,,-8.3,1.8,-6.5,-0.1
457,Caleb Swanigan\swanica01,PF,22,SAC,7,23,0.0,.512,.000,.500,9.5,25.3,17.2,11.8,2.1,8.3,55.1,20.6,,-0.1,0.0,-0.1,-0.177,,-12.9,5.8,-7.0,0.0
458,Jayson Tatum\tatumja01,PF,21,BOS,43,1450,18.6,.542,.362,.219,3.2,18.7,11.0,13.5,2.0,2.3,9.7,27.7,,1.4,2.4,3.8,.125,,0.5,0.8,1.2,1.2
459,Jeff Teague\teaguje01,PG,31,ATL,7,141,8.2,.453,.190,.238,3.8,8.5,6.1,29.5,1.6,0.6,25.6,18.3,,-0.2,0.0,-0.1,-0.040,,-5.3,-2.4,-7.7,-0.2
460,Jeff Teague\teaguje01,PG,31,MIN,34,945,16.3,.578,.269,.444,1.6,8.3,4.8,33.2,1.2,1.1,16.4,20.3,,1.8,0.5,2.3,.117,,0.1,-2.4,-2.2,-0.1
461,Jeff Teague\teaguje01,PG,31,TOT,41,1086,15.2,.565,.260,.421,1.9,8.3,5.0,32.7,1.3,1.1,17.5,20.0,,1.6,0.5,2.2,.097,,-0.6,-2.4,-3.0,-0.3
462,Garrett Temple\templga01,SG,33,BRK,42,1197,9.6,.500,.661,.147,2.0,10.1,6.1,12.3,1.4,1.2,10.7,16.7,,0.0,1.1,1.2,.046,,-1.4,-0.2,-1.6,0.1
463,Daniel Theis\theisda01,C,27,BOS,43,971,17.2,.600,.220,.239,9.7,19.6,14.7,10.2,1.5,5.9,11.0,14.4,,2.0,1.8,3.8,.190,,0.6,4.1,4.7,1.7
464,Isaiah Thomas\thomais02,PG,30,WAS,38,878,12.2,.540,.443,.185,1.3,7.0,4.0,22.8,0.7,0.6,14.6,23.9,,0.4,-0.3,0.1,.004,,-0.4,-5.1,-5.5,-0.8
465,Khyri Thomas\thomakh01,SG,23,DET,2,6,3.9,.568,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,,0.0,0.0,0.0,.026,,-4.6,-3.0,-7.7,0.0
466,Matt Thomas\thomama02,SG,25,TOR,20,204,12.2,.658,.746,.111,2.1,10.6,6.4,7.1,0.9,0.0,10.8,15.5,,0.3,0.2,0.5,.124,,0.5,-2.0,-1.5,0.0
467,Tristan Thompson\thomptr01,C,28,CLE,47,1460,16.7,.539,.019,.298,14.7,22.3,18.5,10.0,1.0,2.5,14.9,18.0,,1.6,0.8,2.5,.081,,-0.7,0.9,0.2,0.8
468,Matisse Thybulle\thybuma01,SG,22,PHI,41,824,9.6,.521,.636,.205,3.0,5.8,4.4,8.3,3.8,3.5,16.9,12.1,,-0.1,1.6,1.5,.086,,-1.8,3.6,1.8,0.8
469,Anthony Tolliver\tollian01,PF,34,POR,33,554,7.6,.515,.761,.162,5.1,15.1,10.2,6.7,0.7,1.4,14.3,11.2,,0.2,0.2,0.4,.036,,-1.5,-0.7,-2.2,0.0
470,Anthony Tolliver\tollian01,PF,34,TOT,38,598,6.9,.488,.780,.150,5.1,15.2,10.2,6.8,0.7,1.4,14.5,11.2,,0.0,0.3,0.3,.024,,-1.9,-0.6,-2.6,-0.1
471,Anthony Tolliver\tollian01,PF,34,SAC,5,44,-1.8,.150,1.000,.000,5.0,15.8,10.3,8.5,1.1,2.2,16.7,11.9,,-0.2,0.0,-0.1,-0.133,,-7.9,0.2,-7.7,-0.1
472,Karl-Anthony Towns\townska01,C,24,MIN,30,1004,27.6,.646,.452,.343,8.1,25.8,16.7,23.4,1.3,3.0,13.2,29.6,,3.4,1.2,4.7,.222,,7.1,1.4,8.6,2.7
473,Gary Trent\trentga02,SG,21,POR,36,586,11.4,.555,.638,.076,2.5,6.7,4.6,7.5,1.5,1.0,5.4,14.6,,0.7,0.2,0.9,.074,,0.6,-1.9,-1.4,0.1
474,Allonzo Trier\trieral01,PG,24,NYK,20,246,12.3,.587,.541,.459,1.6,9.7,5.5,14.7,0.4,1.5,16.4,21.0,,0.2,0.0,0.3,.051,,-0.9,-3.3,-4.3,-0.1
475,P.J. Tucker\tuckepj01,PF,34,HOU,48,1682,8.9,.586,.667,.146,4.7,16.2,10.5,6.1,1.5,1.1,15.0,8.8,,1.5,1.6,3.1,.088,,-0.7,1.5,0.8,1.2
476,Rayjon Tucker\tuckera01,SG,22,UTA,11,71,3.6,.421,.333,.278,3.2,11.7,7.7,3.8,0.7,0.0,12.9,14.3,,-0.1,0.1,0.0,-0.023,,-5.9,-1.2,-7.2,-0.1
477,Evan Turner\turneev01,PG,31,ATL,18,230,7.3,.434,.079,.222,3.2,13.7,8.4,21.6,1.6,2.9,26.6,16.9,,-0.4,0.2,-0.3,-0.058,,-7.3,0.4,-6.9,-0.3
478,Myles Turner\turnemy01,C,23,IND,38,1099,14.7,.558,.444,.300,4.8,18.3,11.6,5.5,1.2,5.9,10.3,18.3,,0.8,1.7,2.5,.110,,-0.9,2.4,1.5,1.0
479,Jonas Valančiūnas\valanjo01,C,27,MEM,46,1184,22.1,.636,.140,.229,11.8,30.0,21.0,11.8,0.8,3.6,14.0,22.2,,2.7,1.4,4.0,.164,,1.3,1.1,2.4,1.3
480,Denzel Valentine\valende01,SF,26,CHI,29,352,13.5,.527,.604,.031,1.2,16.8,8.7,14.6,2.7,1.3,10.5,21.9,,0.0,0.5,0.5,.070,,-1.1,-0.3,-1.4,0.1
481,Jarred Vanderbilt\vandeja01,SF,20,DEN,7,29,-1.9,.500,.000,.000,3.7,11.4,7.6,4.4,1.7,0.0,55.6,13.4,,-0.1,0.0,-0.1,-0.160,,-10.8,0.3,-10.5,-0.1
482,Fred VanVleet\vanvlfr01,PG,25,TOR,39,1402,16.9,.546,.468,.263,1.2,10.0,5.7,28.8,2.6,0.9,11.9,22.2,,2.2,2.2,4.4,.150,,1.9,0.6,2.5,1.6
483,Gabe Vincent\vincega01,PG,23,MIA,1,1,-40.5,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.1,,0.0,0.0,0.0,-1.077,,-28.4,-15.0,-43.4,0.0
484,Noah Vonleh\vonleno01,C,24,MIN,29,347,15.6,.605,.163,.326,9.9,25.4,17.4,11.0,1.5,1.4,16.2,14.0,,0.6,0.4,1.0,.132,,-1.8,0.9,-0.9,0.1
485,Nikola Vučević\vucevni01,C,29,ORL,37,1169,21.6,.523,.288,.166,8.7,28.9,18.4,19.5,1.5,2.4,7.2,26.3,,1.7,2.0,3.7,.151,,1.9,2.2,4.1,1.8
486,Dean Wade\wadede01,PF,23,CLE,9,50,14.9,.766,.300,.100,4.4,28.9,16.6,2.9,1.9,5.1,22.3,11.5,,0.0,0.1,0.1,.103,,-3.1,1.4,-1.7,0.0
487,Moritz Wagner\wagnemo01,C,22,WAS,21,429,18.6,.682,.350,.269,8.3,24.6,16.2,9.8,1.6,2.6,19.4,21.4,,0.8,0.2,1.0,.113,,1.1,-0.8,0.3,0.3
488,Dion Waiters\waitedi01,SG,28,MIA,3,42,13.9,.530,.654,.038,0.0,27.7,14.7,12.5,0.0,4.6,10.2,30.9,,0.0,0.1,0.0,.013,,-2.3,-2.0,-4.3,0.0
489,Kemba Walker\walkeke02,PG,29,BOS,42,1347,21.7,.586,.523,.261,2.4,10.8,6.6,25.1,1.6,1.7,10.3,27.9,,3.6,1.7,5.3,.188,,5.2,-0.8,4.4,2.2
490,Lonnie Walker\walkelo01,SG,21,SAS,39,495,11.9,.531,.280,.223,2.6,13.4,8.1,7.3,1.6,0.9,9.4,20.4,,0.1,0.3,0.4,.037,,-2.5,-2.3,-4.7,-0.3
491,Tyrone Wallace\wallaty01,SG,25,ATL,14,160,4.0,.389,.341,.386,2.0,12.9,7.4,11.0,2.0,0.5,16.3,15.9,,-0.3,0.1,-0.2,-0.070,,-6.9,-1.2,-8.1,-0.2
492,Taurean Waller-Prince\princta02,SF,25,BRK,47,1407,10.3,.512,.583,.103,2.9,18.9,11.1,10.5,1.5,1.1,14.1,20.0,,-0.8,1.8,1.0,.034,,-2.2,0.4,-1.8,0.1
493,Derrick Walton\waltode01,PG,24,LAC,23,222,8.5,.626,.583,.250,0.9,5.9,3.5,12.6,0.8,0.0,9.1,8.2,,0.4,0.2,0.5,.111,,-0.9,-1.4,-2.2,0.0
494,Brad Wanamaker\wanambr01,PG,30,BOS,46,837,11.3,.542,.278,.368,1.7,10.0,5.8,19.1,1.5,1.2,16.2,15.7,,0.7,1.0,1.7,.100,,-2.0,-0.2,-2.2,0.0
495,T.J. Warren\warretj01,SF,26,IND,48,1553,17.0,.592,.216,.222,3.3,9.6,6.4,6.7,1.7,1.2,7.2,22.7,,2.5,1.6,4.1,.128,,1.0,-0.9,0.1,0.8
