,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,EFG_PCT_RANK,FTA_RATE_RANK,TM_TOV_PCT_RANK,OREB_PCT_RANK,OPP_EFG_PCT_RANK,OPP_FTA_RATE_RANK,OPP_TOV_PCT_RANK,OPP_OREB_PCT_RANK,CFID,CFPARAMS,season
28,1610612762,Utah Jazz,82,51,31,0.622,3951.0,0.526,0.288,0.148,0.27,0.493,0.253,0.131,0.257,1,5,5,5,25,8,8,21,18,3,10,26,4,10,Utah Jazz,2016-17
29,1610612764,Washington Wizards,82,49,33,0.598,3971.0,0.528,0.254,0.143,0.286,0.524,0.284,0.155,0.284,1,9,9,9,7,6,25,17,10,24,21,3,23,10,Washington Wizards,2016-17
0,1610612737,Atlanta Hawks,82,24,58,0.293,3941.0,0.512,0.236,0.157,0.263,0.536,0.237,0.153,0.281,1,27,27,27,27,22,23,29,18,25,10,7,26,10,Atlanta Hawks,2017-18
1,1610612738,Boston Celtics,82,55,27,0.671,3961.0,0.518,0.243,0.144,0.263,0.495,0.251,0.145,0.261,1,4,4,4,12,15,18,15,19,2,16,15,10,10,Boston Celtics,2017-18
2,1610612751,Brooklyn Nets,82,28,54,0.341,3971.0,0.514,0.26,0.151,0.251,0.517,0.262,0.123,0.269,1,23,23,23,5,18,11,22,24,11,22,30,14,10,Brooklyn Nets,2017-18
3,1610612766,Charlotte Hornets,82,36,46,0.439,3956.0,0.508,0.312,0.128,0.271,0.532,0.208,0.137,0.237,1,20,20,20,16,25,1,2,13,23,1,24,2,10,Charlotte Hornets,2017-18
4,1610612741,Chicago Bulls,82,27,55,0.329,3971.0,0.497,0.216,0.141,0.256,0.542,0.233,0.136,0.233,1,24,24,24,5,29,29,11,22,29,8,25,1,10,Chicago Bulls,2017-18
5,1610612739,Cleveland Cavaliers,82,50,32,0.61,3946.0,0.547,0.275,0.139,0.243,0.54,0.219,0.136,0.27,1,6,6,6,23,3,8,9,28,28,2,26,16,10,Cleveland Cavaliers,2017-18
6,1610612742,Dallas Mavericks,82,24,58,0.293,3961.0,0.513,0.217,0.127,0.224,0.532,0.255,0.141,0.251,1,27,27,27,12,19,27,1,30,22,18,18,5,10,Dallas Mavericks,2017-18
7,1610612743,Denver Nuggets,82,46,36,0.561,3976.0,0.536,0.258,0.151,0.3,0.539,0.235,0.14,0.264,1,14,14,14,4,6,13,23,2,26,9,22,11,10,Denver Nuggets,2017-18
8,1610612765,Detroit Pistons,82,39,43,0.476,3961.0,0.512,0.227,0.138,0.269,0.524,0.222,0.152,0.26,1,19,19,19,12,20,25,7,16,16,3,8,9,10,Detroit Pistons,2017-18
9,1610612744,Golden State Warriors,82,58,24,0.707,3946.0,0.569,0.239,0.153,0.243,0.504,0.245,0.142,0.288,1,3,3,3,23,1,20,25,27,5,13,17,29,10,Golden State Warriors,2017-18
10,1610612745,Houston Rockets,82,65,17,0.793,3951.0,0.551,0.298,0.141,0.254,0.521,0.229,0.148,0.25,1,1,1,1,18,2,3,10,23,13,6,11,4,10,Houston Rockets,2017-18
11,1610612754,Indiana Pacers,82,48,34,0.585,3951.0,0.525,0.222,0.136,0.271,0.527,0.23,0.16,0.279,1,8,8,8,18,12,26,5,15,19,7,2,24,10,Indiana Pacers,2017-18
12,1610612746,LA Clippers,82,42,40,0.512,3941.0,0.527,0.299,0.147,0.284,0.52,0.259,0.141,0.282,1,18,18,18,27,10,2,18,6,12,20,20,27,10,LA Clippers,2017-18
13,1610612747,Los Angeles Lakers,82,35,47,0.427,3981.0,0.517,0.264,0.155,0.279,0.514,0.25,0.14,0.271,1,21,21,21,3,16,9,26,8,10,15,23,17,10,Los Angeles Lakers,2017-18
14,1610612763,Memphis Grizzlies,82,22,60,0.268,3941.0,0.5,0.255,0.156,0.276,0.529,0.333,0.154,0.279,1,29,29,29,27,28,14,28,10,21,30,5,23,10,Memphis Grizzlies,2017-18
15,1610612748,Miami Heat,82,44,38,0.537,3986.0,0.52,0.229,0.148,0.261,0.507,0.274,0.145,0.259,1,15,15,15,2,14,24,19,20,7,24,13,7,10,Miami Heat,2017-18
16,1610612749,Milwaukee Bucks,82,44,38,0.537,3966.0,0.531,0.281,0.142,0.244,0.528,0.281,0.159,0.291,1,15,15,15,8,8,4,12,26,20,28,3,30,10,Milwaukee Bucks,2017-18
17,1610612750,Minnesota Timberwolves,82,47,35,0.573,3961.0,0.523,0.28,0.128,0.289,0.539,0.242,0.155,0.28,1,12,12,12,12,13,5,3,4,27,11,4,25,10,Minnesota Timberwolves,2017-18
18,1610612740,New Orleans Pelicans,82,48,34,0.585,3991.0,0.541,0.237,0.145,0.24,0.513,0.223,0.141,0.274,1,8,8,8,1,4,22,16,29,9,4,21,19,10,New Orleans Pelicans,2017-18
19,1610612752,New York Knicks,82,29,53,0.354,3966.0,0.51,0.216,0.15,0.289,0.522,0.269,0.135,0.273,1,22,22,22,8,24,28,21,3,14,23,27,18,10,New York Knicks,2017-18
20,1610612760,Oklahoma City Thunder,82,48,34,0.585,3966.0,0.514,0.275,0.143,0.32,0.525,0.252,0.163,0.275,1,8,8,8,8,17,6,13,1,18,17,1,20,10,Oklahoma City Thunder,2017-18
21,1610612753,Orlando Magic,82,25,57,0.305,3946.0,0.512,0.238,0.147,0.248,0.525,0.243,0.144,0.286,1,26,26,26,23,21,21,17,25,17,12,16,28,10,Orlando Magic,2017-18
22,1610612755,Philadelphia 76ers,82,52,30,0.634,3956.0,0.535,0.263,0.163,0.286,0.492,0.293,0.141,0.264,1,5,5,5,16,7,10,30,5,1,29,19,12,10,Philadelphia 76ers,2017-18
23,1610612756,Phoenix Suns,82,21,61,0.256,3941.0,0.495,0.275,0.155,0.271,0.533,0.277,0.132,0.276,1,30,30,30,27,30,7,27,14,24,26,28,22,10,Phoenix Suns,2017-18
24,1610612757,Portland Trail Blazers,82,49,33,0.598,3951.0,0.511,0.24,0.139,0.279,0.503,0.256,0.13,0.254,1,7,7,7,18,23,19,8,7,4,19,29,6,10,Portland Trail Blazers,2017-18
25,1610612758,Sacramento Kings,82,27,55,0.329,3951.0,0.502,0.194,0.143,0.264,0.542,0.26,0.149,0.269,1,24,24,24,18,27,30,14,17,30,21,10,15,10,Sacramento Kings,2017-18
26,1610612759,San Antonio Spurs,82,47,35,0.573,3946.0,0.507,0.245,0.137,0.277,0.507,0.224,0.147,0.259,1,12,12,12,23,26,17,6,9,8,5,12,8,10,San Antonio Spurs,2017-18
27,1610612761,Toronto Raptors,82,59,23,0.72,3966.0,0.539,0.25,0.135,0.274,0.501,0.277,0.145,0.275,1,2,2,2,8,5,16,4,12,3,25,14,21,10,Toronto Raptors,2017-18
28,1610612762,Utah Jazz,82,48,34,0.585,3951.0,0.527,0.26,0.152,0.256,0.506,0.247,0.154,0.244,1,8,8,8,18,9,12,24,21,6,14,6,3,10,Utah Jazz,2017-18
29,1610612764,Washington Wizards,82,43,39,0.524,3971.0,0.525,0.254,0.148,0.274,0.522,0.279,0.151,0.268,1,17,17,17,5,11,15,20,11,15,27,9,13,10,Washington Wizards,2017-18
0,1610612737,Atlanta Hawks,82,29,53,0.354,3971.0,0.522,0.255,0.162,0.284,0.541,0.313,0.143,0.282,1,26,26,26,7,17,17,30,8,27,29,12,24,10,Atlanta Hawks,2018-19
1,1610612738,Boston Celtics,82,49,33,0.598,3956.0,0.534,0.215,0.127,0.257,0.514,0.259,0.15,0.272,1,9,9,9,18,7,30,3,24,9,18,8,15,10,Boston Celtics,2018-19
2,1610612751,Brooklyn Nets,82,42,40,0.512,3996.0,0.52,0.284,0.146,0.282,0.512,0.247,0.131,0.28,1,14,14,14,1,18,5,25,9,7,10,22,23,10,Brooklyn Nets,2018-19
3,1610612766,Charlotte Hornets,82,39,43,0.476,3966.0,0.514,0.257,0.122,0.268,0.538,0.227,0.135,0.269,1,17,17,17,11,24,15,2,17,24,3,17,12,10,Charlotte Hornets,2018-19
4,1610612741,Chicago Bulls,82,22,60,0.268,3981.0,0.505,0.235,0.141,0.242,0.541,0.247,0.133,0.273,1,27,27,27,3,28,26,20,30,26,9,18,16,10,Chicago Bulls,2018-19
5,1610612739,Cleveland Cavaliers,82,19,63,0.232,3951.0,0.503,0.236,0.138,0.282,0.564,0.235,0.128,0.268,1,28,28,28,24,29,25,13,10,30,4,26,11,10,Cleveland Cavaliers,2018-19
6,1610612742,Dallas Mavericks,82,33,49,0.402,3956.0,0.519,0.291,0.142,0.273,0.522,0.246,0.13,0.266,1,22,22,22,18,19,4,21,13,16,8,24,10,10,Dallas Mavericks,2018-19
7,1610612743,Denver Nuggets,82,54,28,0.659,3946.0,0.527,0.232,0.136,0.308,0.521,0.257,0.137,0.256,1,4,4,4,27,15,27,11,1,15,17,15,5,10,Denver Nuggets,2018-19
8,1610612765,Detroit Pistons,82,41,41,0.5,3971.0,0.509,0.262,0.14,0.291,0.526,0.279,0.142,0.255,1,16,16,16,7,26,12,18,5,19,26,13,4,10,Detroit Pistons,2018-19
9,1610612744,Golden State Warriors,82,57,25,0.695,3961.0,0.565,0.227,0.139,0.257,0.508,0.266,0.132,0.273,1,3,3,3,15,1,28,16,23,3,21,19,17,10,Golden State Warriors,2018-19
10,1610612745,Houston Rockets,82,53,29,0.646,3966.0,0.542,0.279,0.135,0.269,0.525,0.274,0.152,0.3,1,5,5,5,11,4,6,9,16,18,25,7,29,10,Houston Rockets,2018-19
11,1610612754,Indiana Pacers,82,48,34,0.585,3941.0,0.53,0.242,0.139,0.269,0.516,0.243,0.158,0.278,1,11,11,11,30,10,23,15,15,13,6,2,22,10,Indiana Pacers,2018-19
12,1610612746,LA Clippers,82,48,34,0.585,3966.0,0.529,0.326,0.141,0.263,0.514,0.288,0.127,0.278,1,11,11,11,11,12,1,19,21,8,27,27,21,10,LA Clippers,2018-19
13,1610612747,Los Angeles Lakers,82,37,45,0.451,3956.0,0.527,0.257,0.15,0.27,0.516,0.245,0.137,0.275,1,20,20,20,18,14,16,28,14,11,7,16,19,10,Los Angeles Lakers,2018-19
14,1610612763,Memphis Grizzlies,82,33,49,0.402,3976.0,0.508,0.272,0.143,0.247,0.521,0.296,0.155,0.276,1,22,22,22,4,27,7,23,27,14,28,3,20,10,Memphis Grizzlies,2018-19
15,1610612748,Miami Heat,82,39,43,0.476,3946.0,0.515,0.247,0.149,0.291,0.51,0.262,0.143,0.269,1,17,17,17,27,21,20,26,6,5,19,11,13,10,Miami Heat,2018-19
16,1610612749,Milwaukee Bucks,82,60,22,0.732,3956.0,0.55,0.255,0.133,0.25,0.503,0.221,0.128,0.243,1,1,1,1,18,2,18,7,26,1,1,25,2,10,Milwaukee Bucks,2018-19
17,1610612750,Minnesota Timberwolves,82,36,46,0.439,3966.0,0.511,0.267,0.129,0.292,0.538,0.247,0.145,0.291,1,21,21,21,11,25,9,5,4,25,11,10,27,10,Minnesota Timberwolves,2018-19
18,1610612740,New Orleans Pelicans,82,33,49,0.402,3951.0,0.529,0.254,0.142,0.285,0.532,0.253,0.13,0.271,1,22,22,22,24,11,19,22,7,21,15,23,14,10,New Orleans Pelicans,2018-19
19,1610612752,New York Knicks,82,17,65,0.207,3956.0,0.49,0.27,0.14,0.264,0.533,0.265,0.131,0.283,1,30,30,30,18,30,8,17,20,23,20,20,25,10,New York Knicks,2018-19
20,1610612760,Oklahoma City Thunder,82,49,33,0.598,3971.0,0.514,0.266,0.134,0.298,0.523,0.271,0.16,0.262,1,9,9,9,7,22,10,8,3,17,24,1,9,10,Oklahoma City Thunder,2018-19
21,1610612753,Orlando Magic,82,42,40,0.512,3956.0,0.518,0.216,0.133,0.259,0.515,0.239,0.131,0.246,1,14,14,14,18,20,29,6,22,10,5,21,3,10,Orlando Magic,2018-19
22,1610612755,Philadelphia 76ers,82,51,31,0.622,3961.0,0.532,0.312,0.144,0.278,0.512,0.268,0.123,0.259,1,7,7,7,15,8,2,24,11,6,22,28,7,10,Philadelphia 76ers,2018-19
23,1610612756,Phoenix Suns,82,19,63,0.232,3976.0,0.514,0.259,0.153,0.247,0.545,0.313,0.153,0.317,1,28,28,28,4,23,13,29,28,28,30,4,30,10,Phoenix Suns,2018-19
24,1610612757,Portland Trail Blazers,82,53,29,0.646,3971.0,0.528,0.258,0.137,0.308,0.516,0.253,0.123,0.261,1,5,5,5,7,13,14,12,2,12,14,29,8,10,Portland Trail Blazers,2018-19
25,1610612758,Sacramento Kings,82,39,43,0.476,3946.0,0.524,0.244,0.128,0.268,0.533,0.269,0.153,0.287,1,17,17,17,27,16,22,4,18,22,23,5,26,10,Sacramento Kings,2018-19
26,1610612759,San Antonio Spurs,82,48,34,0.585,3961.0,0.534,0.237,0.122,0.246,0.528,0.225,0.122,0.256,1,11,11,11,15,6,24,1,29,20,2,30,6,10,San Antonio Spurs,2018-19
27,1610612761,Toronto Raptors,82,58,24,0.707,3976.0,0.543,0.247,0.138,0.265,0.509,0.249,0.147,0.274,1,2,2,2,4,3,21,14,19,4,12,9,18,10,Toronto Raptors,2018-19
28,1610612762,Utah Jazz,82,50,32,0.61,3951.0,0.538,0.295,0.149,0.275,0.507,0.251,0.137,0.241,1,8,8,8,24,5,3,27,12,2,13,14,1,10,Utah Jazz,2018-19
29,1610612764,Washington Wizards,82,32,50,0.39,3986.0,0.531,0.266,0.136,0.252,0.546,0.255,0.152,0.294,1,25,25,25,2,9,11,10,25,29,16,6,28,10,Washington Wizards,2018-19
